title,price,img,description
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Volkswagen ID 4 crozz pure +, 2022",27500$ ,https://i.cars.kg/preview/r/DGDC5ZNYhudpyQ--Mtm6-Q/1080x-/20230724/1d55a175636a70fe9e105345711c3564.jpg,"Кроссовер,белый,1л.,левыйруль,электро,автомат,"
"Mercedes-Benz E-Класс W124 [рестайлинг] Седан 4-дв. , 1993",2015$ ,https://i.cars.kg/preview/r/33qNku5Cds2Pw0tBQIuZQg/1080x-/20230724/a2d8f013f20c696e1550659a5fed4cdf.jpg,"Седан,зеленый,2.2л.,левыйруль,бензин,автомат,"
"BMW 5 серия E34 , 1989",4999$ ,https://i.cars.kg/preview/r/IUbIr4T3WffPPd9vWEpz6A/1080x-/20230724/9869aec5435d6c2f5e11cbf210cf3e24.jpg,"Седан,зеленый,левыйруль,бензин,механика,задний,"
"Kia Carnival , 2019",23500$ ,https://i.cars.kg/preview/r/D7cXBIWCkK41Gb-QjCmPEQ/1080x-/20230724/da951b6bf287402e2bd1f90803609eb0.jpg,"Универсал,черный,2.2л.,левыйруль,дизель,автомат,передний,"
"ГАЗ 24 Волга Первая серия Седан , 1972",2239$ ,https://i.cars.kg/preview/r/U4ORHvk55yWAHaVSGoxN5g/1080x-/20230724/1b0050db65871384e25bc68a2f6e45cc.jpg,"Седан,белый,2.4л.,левыйруль,бензин,механика,задний,"
"Hyundai Accent RB Седан , 2013",10000$ ,https://i.cars.kg/preview/r/0PyFG8gvsUhxNpQ22AFVAg/1080x-/20230724/fc81849e14c31803715f9b96a4618f04.jpg,"Седан,серебряный,1.4л.,левыйруль,бензин,автомат,передний,"
"Mitsubishi Outlander 1 поколение Кроссовер , 2004",6157$ ,https://i.cars.kg/preview/r/jgnBYd-lEu9i6HDK_TAfGA/1080x-/20230724/e07ad3b6795944164c8fc2c505ef34c5.jpg,"Кроссовер,серебряный,левыйруль,бензин,механика,постоянныйполный,"
"Lexus GX 1 поколение Внедорожник , 2008",30500$ ,https://i.cars.kg/preview/r/DHsYheaxFk1wKgH81MsiaQ/1080x-/20230724/8d4fdd725dba875a57c7d0e96d4a41ac.jpg,"Внедорожник/Пикап,темно-синий,4.7л.,левыйруль,бензин,автомат,постоянныйполный,"
"Audi 100 4A/C4 Седан , 1993",4254$ ,https://i.cars.kg/preview/r/1X-ue4q2TALhMIs7SkJ40g/1080x-/20230724/0f8cbb48faaebb872ee3b18452764285.jpg,"Седан,зеленый,2.6л.,левыйруль,бензин,автомат,передний,"
"Toyota Camry , 2023",34000$ ,https://i.cars.kg/preview/r/PBatEthLBDe4ZbV0z-NSMg/1080x-/20230714/e79fd5fbd72975b6c27c5b656d71b46e.jpg,"Седан,черный,2.5л.,левыйруль,бензин,автомат,задний,"
"Geely , 2023",34000$ ,https://i.cars.kg/preview/r/IG8csFOhIshE2NcpccGwMg/1080x-/20230714/85cab0224b1c13b776c346514455dcc4.jpg,"Внедорожник/Пикап,бирюзовый,2.0л.,левыйруль,бензин,автомат,постоянныйполный,"
"Toyota , 2009",10000$ ,https://i.cars.kg/preview/r/iPLQ3n4bM-yxqj7NWVfBlA/1080x-/20230714/12e752d4ce0ed24651a3aebdceba68c8.jpg,"Хэтчбек,1,8л.,левыйруль,бензин,автомат,передний,"
"Kia K5 1 поколение Седан , 2019",15500$ ,https://i.cars.kg/preview/r/a2FlKmp3m_KCdEDE1OdrwA/1080x-/20230714/224772e714e36bee886b1a8adf09ffc2.jpg,"Седан,серебряный,2л.,левыйруль,газ,автомат,передний,"
"Hyundai Tucson 3 поколение Кроссовер , 2016",18000$ ,https://i.cars.kg/preview/r/Qg3EE5uPK16idX5zILWyqA/1080x-/20230714/3353478ca9874573819dd94e1def96c0.jpeg,"Кроссовер,серебряный,1.7л.,левыйруль,бензин,автомат,передний,"
"Chevrolet Malibu 5 поколение Седан , 2016",12500$ ,https://i.cars.kg/preview/r/THff3__9FU828SaTCvrcKw/1080x-/20230714/76fcf2041cea965e2d04d576f8f5db62.jpeg,"Седан,серый,1.5л.,левыйруль,бензин,автомат,передний,"
"ЗИЛ ,ЗИЛ 130, 1980",4702$ ,https://i.cars.kg/preview/r/N1yQj5b2D5Ahowyz2STogw/1080x-/20230714/0a354b72012901d2008290ba23a1b25f.jpg,"газ-бензин,"
"Hyundai Palisade  , 2021",48000$ ,https://i.cars.kg/preview/r/VAncJHWNTd_zho9Er-LiKw/1080x-/20230714/4579a1ff0c7066b72e342fb9dd2d8cf9.jpg,"Внедорожник/Пикап,серый,2.2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Kia Sportage 4 поколение Кроссовер , 2017",19300$ ,https://i.cars.kg/preview/r/yjWoEdgvOB60ZgjFmgpguw/1080x-/20230714/95dfe43e23731e97ca9a1f105b8f9619.jpg,"Кроссовер,белый,2,4л.,левыйруль,дизель,типтроник,передний,"
"Geely Mongaro, 2023",30000$ ,,"баклажан,2.5Gл.,бензин,автомат,полныйподключаемый,"
"Toyota Camry XV50 [рестайлинг] Седан , 2023",32000$ ,,"Седан,бирюзовый,2.5л.,бензин,автомат,передний,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Hyundai Elantra MD [рестайлинг] Седан , 2015",11200$ ,https://i.cars.kg/preview/r/yczdS19AqU3f9RLvYagzMA/1080x-/20230714/e5943db96e6802f884790947cce35a9c.jpg,"Седан,белый,1.8л.,левыйруль,бензин,автомат,передний,"
"ВАЗ (Lada) 2107 1 поколение Седан , 2010",2351$ ,https://i.cars.kg/preview/r/bBGTrQyu8efQm5tScmD6Xw/1080x-/20230714/9c8caf1bdeadbae1fefb3e0c80451ea9.jpg,"Седан,зеленый,1.6л.,левыйруль,бензин,механика,задний,"
"Honda Accord , 2008",10500$ ,https://i.cars.kg/preview/r/TbPRNMLqhoKLp26VK1t4XQ/1080x-/20230714/beec1c4f298cba48fc67ddec6228afee.jpg,"Седан,черный,3.5л.,левыйруль,бензин,автомат,передний,"
"Kia K7 , 2019",24000$ ,https://i.cars.kg/preview/r/fXL1O1-bxxhlOeUiZt7cKA/1080x-/20230713/708f4f6ce2f7fcc920ce1bd84c80ec8a.jpg,"Седан,белый,2.4л.,левыйруль,бензин,автомат,передний,"
"Toyota Land Cruiser J200 [2-й рестайлинг] Внедорожник , 2016",80000$ ,https://i.cars.kg/preview/r/9YPECgcbOm0YaFSaF8ZIkA/1080x-/20230713/3ae2fced0a0dfc33cdcc15a4bd2fd473.jpeg,"Внедорожник/Пикап,белый,4.5л.,левыйруль,дизель,автомат,постоянныйполный,"
"Mercedes-Benz S-Класс W220 [рестайлинг] Седан , 2004",11900$ ,https://i.cars.kg/preview/r/GZkL_xoEE5NcxZgZcbPNWg/1080x-/20230730/93c3457c12d2d2ac7110b322ed582ae3.jpg,"Седан,серебряный,5л.,левыйруль,бензин,автомат,"
"Lexus ES 6 поколение [рестайлинг] Седан , 2016",26500$ ,https://i.cars.kg/preview/r/-EeCXijm6GvzEQTVdmbcig/1080x-/20230713/c3f4cbd8d2f59576f7a48b1bf513e81b.jpg,"Седан,белый,2.5л.,левыйруль,бензин,автомат,передний,"
"Kia K7 1 поколение [рестайлинг] Седан , 2017",1800$ ,https://i.cars.kg/preview/r/slYwoE6neZd-lYTi5pPPJw/1080x-/20230713/41d06901260e233457bb5dfc35159858.jpg,"Седан,черный,2.4л.,левыйруль,бензин,автомат,передний,"
"Toyota Verso 1 поколение Минивэн , 2010",11500$ ,https://i.cars.kg/preview/r/Bb8wM1PiusTlLRBzmt62iQ/1080x-/20230713/08aaacfe1e2589939fbe20de7afa6e43.jpg,"Минивэн/Бус,голубой,2.2л.,левыйруль,дизель,автомат,передний,"
"Hyundai Santa Fe DM [рестайлинг] Premium кроссовер , 2018",30500$ ,https://i.cars.kg/preview/r/t1A3_e13_xk7V1b6lkZIAg/1080x-/20230713/85d7808a4724681922aeb4b8ef2a5a24.jpg,"Кроссовер,серый,2.л.,левыйруль,бензин,автомат,постоянныйполный,"
"Lexus ES 6 поколение [рестайлинг] Седан , 2017",36500$ ,https://i.cars.kg/preview/r/ST1R8o396E7DNmWDHMfApw/1080x-/20230713/500a246ab310b8bb4fc826d711dcc08a.jpg,"Седан,белый,2.5л.,левыйруль,гибрид,автомат,передний,"
"Kia Carnival 2 поколение Минивэн , 2016",18500$ ,https://i.cars.kg/preview/r/cmr1qJ09wPDdkl2bKhAHKA/1080x-/20230713/5056ea5cfddc89162527ebd09f260f99.jpg,"Минивэн/Бус,черный,2.2л.,левыйруль,бензин,автомат,передний,"
"Mercedes-Benz E-Класс W210/S210 Универсал , 1999",3918$ ,https://i.cars.kg/preview/r/d-9bqFy20DTMhI8zCT1WYA/1080x-/20230712/caf023ef7bc7d46ba0239436e75b4f7d.jpg,"Универсал,дипломат,3.2л.,левыйруль,бензин,автомат,постоянныйполный,"
"Honda Civic 8 поколение Хетчбэк 5-дв. , 2008",6717$ ,https://i.cars.kg/preview/r/bjfJoziujnzzLrKHab86vQ/1080x-/20230712/d9af6b968981093992508811c143fd6c.jpg,"Хэтчбек,серый,1.8л.,левыйруль,бензин,автомат,передний,"
"Toyota Crown S200 JDM Hybrid седан 4-дв. , 2008",13800$ ,https://i.cars.kg/preview/r/guXgmhD0xdfEdvNPp4Br0Q/1080x-/20230712/fdae254afe2e2e8e19f3c88cae8ea44a.jpg,"Седан,белый,3.5л.,правыйруль,гибрид,вариатор,задний,"
"Hyundai Grandeur , 2020",31000$ ,https://i.cars.kg/preview/r/Z-_OzF84OOuQ5imVNUMG8A/1080x-/20230712/c50fc93117ade3194380e2dd185f21ab.jpg,"Внедорожник/Пикап,черный,3л.,левыйруль,газ,автомат,"
"Mazda 323 BG Хетчбэк 5-дв. , 1992",1231$ ,https://i.cars.kg/preview/r/VNrpkdF30BIoBbKupvfGBA/1080x-/20230712/4b6536c271d8b77880281546a57e0418.jpg,"Хэтчбек,голубой,1.6л.,левыйруль,механика,задний,"
"Mazda Demio 2 поколение Хетчбэк , 2003",4500$ ,https://i.cars.kg/preview/r/vC1POvh8dRsq7P6u5qH2Ag/1080x-/20230712/15fc74eb1df6c668f20e6af282e8d432.jpg,"Хэтчбек,серебряный,1340л.,правыйруль,бензин,автомат,передний,"
"Volkswagen Transporter T3 [рестайлинг] Фургон , 1983",2239$ ,https://i.cars.kg/preview/r/wKb1-KiBtqytLcSKv3tuKw/1080x-/20230712/d0f28da0947028b2028a1c32fecb82eb.jpg,"Универсал,зеленый,1.8л.,левыйруль,бензин,механика,передний,"
"Subaru Impreza 2 поколение Универсал , 2002",3800$ ,https://i.cars.kg/preview/r/JGKK_0leDoiafMiPLUJk4Q/1080x-/20230712/a03624aafd444ba19f46195a97ee6646.jpg,"Универсал,серый,1.6л.,левыйруль,бензин,автомат,постоянныйполный,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Kia Mohave 1 поколение Внедорожник , 2022",64000$ ,https://i.cars.kg/preview/r/6YnohUg15QErliVnJX2qyQ/1080x-/20230712/4590ce8e8a2b84e498600c7822c11bb7.jpg,"Внедорожник/Пикап,черный,3л.,левыйруль,дизель,автомат,постоянныйполный,"
"Toyota Corolla , 2023",21500$ ,https://i.cars.kg/preview/r/j3xDCxbnc2i0cvogB80TPA/1080x-/20230712/66697170f357802719216b8e16e4f982.jpeg,"Седан,белый,левыйруль,бензин,вариатор,задний,"
"Kia Sportage 4 поколение Кроссовер , 2020",24200$ ,https://i.cars.kg/preview/r/2wFWxOaPPsW2H9a3aO7FoA/1080x-/20230712/d18278c49432341a9067ddf33c47fec7.jpg,"Кроссовер,серебряный,2.4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Toyota Prius 2 поколение Хетчбэк , 2007",8500$ ,https://i.cars.kg/preview/r/6mQsR_AF8ERatm0oPkhPjw/1080x-/20230712/efb572e6c5810ded44d7f656811d86c9.jpg,"Хэтчбек,синий,левыйруль,гибрид,автомат,передний,"
"Honda CR-V 4 поколение [рестайлинг] Кроссовер , 2019",30000$ ,https://i.cars.kg/preview/r/QDo0RPelQBWA5FoODAixZA/1080x-/20230712/770e6d311f0451ab9ad64df1ce2a8389.jpg,"Кроссовер,белый,2.4л.,левыйруль,бензин,вариатор,постоянныйполный,"
"Hyundai Sonata YF Седан 4-дв. , 2017",15800$ ,https://i.cars.kg/preview/r/p7DfcQk7MONDicn486xvXA/1080x-/20230712/14d6cf896f4d3996a1133109599c7fab.jpg,"Седан,серый,2л.,газ,автомат,передний,"
"Honda CR-V , 2022",43000$ ,https://i.cars.kg/preview/r/DYjkrNPLClASZ575Nvi9FA/1080x-/20230711/7ac19ae25e2163626d18e448fa7a7f55.jpg,"Кроссовер,белыйжемчуг,1.5л.,левыйруль,бензин,вариатор,полныйподключаемый,"
"Volkswagen Golf 4 поколение Хетчбэк 5-дв. , 1999",4142$ ,https://i.cars.kg/preview/r/Rj-8tEWG4WmfM5i5UYNnFQ/1080x-/20230711/a545660e3ffe304aa9cc9d0538d92dc4.jpg,"Хэтчбек,черный,1.6л.,левыйруль,бензин,механика,передний,"
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2020",31000$ ,https://i.cars.kg/preview/r/8ybp6EEiAXFnnYAGauA7ug/1080x-/20230711/e339542bf3ade12f5f71f4c39065571e.jpg,"Кроссовер,синий,2.5л.,левыйруль,бензин,автомат,полныйподключаемый,"
"Honda Accord 7 поколение Седан , 2003",7200$ ,https://i.cars.kg/preview/r/cqwq01OysaCP-7ayWiOKpw/1080x-/20230711/66b6b9d535361c1c01797e14ce2a6feb.jpg,"Седан,серый,2л.,правыйруль,бензин,автомат,передний,"
"Lexus NX 1 поколение Кроссовер 5-дв. , 2017",37000$ ,https://i.cars.kg/preview/r/ADt9eqDdCaWkwMhCaTxO4A/1080x-/20230711/da6f593454651df7dee337a2302c0a69.jpg,"Кроссовер,серебряный,2.5л.,левыйруль,гибрид,вариатор,постоянныйполный,"
"Land Rover Range Rover 3 поколение [2-й рестайлинг] Внедорожник , 2010",24000$ ,https://i.cars.kg/preview/r/Gc6ClrbvmVneyLEMYYi7Tg/1080x-/20230711/c3a838b272b35204a1bd62cfb9f5172c.jpg,"Внедорожник/Пикап,белый,5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2001",13000$ ,https://i.cars.kg/preview/r/0yD27Nt-AB9VCShfc0SNqQ/1080x-/20230711/ea1fe24853b8dbe2e1e7e7812ed84c59.jpeg,"Седан,серебряный,3.2л.,левыйруль,бензин,автомат,задний,"
"Toyota Carina T190 E седан 4-дв. , 1992",1$ ,https://i.cars.kg/preview/r/wdxHU95YprX_YwpFwbJiPA/1080x-/20230711/6c67c066e1b43e8ac47aa518fd573d07.jpg,"Седан,бирюзовый,2л.,левыйруль,дизель,механика,передний,"
"Honda Fit 1 поколение Хетчбэк , 2004",7500$ ,https://i.cars.kg/preview/r/MFCq9y6Je9EQYMQG59VsCA/1080x-/20230711/2f8fe36c65e18e3e946a1569629bc0bc.jpg,"Хэтчбек,белыйжемчуг,правыйруль,бензин,автомат,"
"Toyota Camry XV50 , 2014",14300$ ,,"Седан,смарагд,2.5л.,левыйруль,бензин,автомат,"
"Toyota , 2008",19500$ ,https://i.cars.kg/preview/r/IKRLIc1r_jy8g8H3Xwx4ow/1080x-/20230711/d318ab7c0f9deb94d94bcf26ebb2aa81.jpg,"Кроссовер,серебряный,3.5л.,гибрид,автомат,постоянныйполный,"
"Volkswagen Golf 3 поколение Хетчбэк 5-дв. , 1993",1900$ ,https://i.cars.kg/preview/r/QKSnxHLtJH4QUsGqwpOFQw/1080x-/20230711/9ecb141be174f3ddb9626b8357dcb52a.jpeg,"Хэтчбек,черный,1.6л.,левыйруль,бензин,механика,передний,"
"Kia K5 , 2021",30500$ ,,"Седан,белыйжемчуг,2л.,левыйруль,газ,автомат,передний,"
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",24500$ ,https://i.cars.kg/preview/r/cKBsZEP_2zy68tnHRtsZuw/1080x-/20230710/f6f7ba0fdf96289bd28fcfe62ae7b51f.jpg,"Кроссовер,серебряный,2.4л.,левыйруль,бензин,автомат,полныйподключаемый,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Hyundai Elantra MD [рестайлинг] Седан , 2016",12300$ ,https://i.cars.kg/preview/r/_mE-r-z1lBSqvd0w5gCF1A/1080x-/20230710/0f18957c802d86c0b47b39724bf890c1.jpg,"Седан,красный,2л.,левыйруль,бензин,автомат,передний,"
"Kia Carnival , 2019",30000$ ,https://i.cars.kg/preview/r/JvAFM8gIJbVTheM1cpYcQQ/1080x-/20230710/c6e5045172556cfa498bfa35d6821537.jpg,"Минивэн/Бус,белыйжемчуг,2.2л.,левыйруль,дизель,автомат,задний,"
"Mitsubishi Pajero 3 поколение [рестайлинг] Внедорожник 5-дв. , 2003",8200$ ,https://i.cars.kg/preview/r/0hHtcPDGGFSR4CCxJkxaLA/1080x-/20230712/7297ab4a0e5550fb105b215ee0a2647c.jpg,"Внедорожник/Пикап,серебряный,3.2л.,левыйруль,дизель,автомат,полныйподключаемый,"
"Subaru Ascent, 2021",33000$ ,https://i.cars.kg/preview/r/TeulurYhoZpzBonkblmYYg/1080x-/20230710/e80e754348362f0c441d178a125a1631.jpg,"Внедорожник/Пикап,бежевый,2.4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Subaru Ascent , 2019",33000$ ,https://i.cars.kg/preview/r/lQfyOt7lf-rgRNHwovMP6g/1080x-/20230710/814b5fe9f9977ac27a1abf0f8de28b3f.jpg,"Внедорожник/Пикап,белый,2.4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Land Rover Range Rover 3 поколение [2-й рестайлинг] Внедорожник , 2010",24000$ ,https://i.cars.kg/preview/r/8i8HXEQIK5_paZ6kEpMYHw/1080x-/20230710/962789d0b488b66a88559c4a276931c3.jpg,"Внедорожник/Пикап,белый,5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Hyundai , 2021",51000$ ,https://i.cars.kg/preview/r/rwLZ5VrXRMcc8TXXi3G_Pg/1080x-/20230710/b300232b300228ed1264052fe153350a.jpg,"Внедорожник/Пикап,белый,2.2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Honda Fit 1 поколение Хетчбэк , 2004",7000$ ,https://i.cars.kg/preview/r/O5VHO6dY8A18H7fbgLkPvw/1080x-/20230710/5561c85ba454c403665e6249200a8fda.jpeg,"Хэтчбек,серебряный,1.3л.,правыйруль,бензин,вариатор,передний,"
"Lexus RX , 2006",17000$ ,https://i.cars.kg/preview/r/WXxe5LO--7aN91VKEVxjSw/1080x-/20230710/fc5fa6a67e533c3dad5a495abbde1e8b.jpg,"Внедорожник/Пикап,синий,3.3л.,левыйруль,гибрид,вариатор,постоянныйполный,"
"Hyundai Santa Fe , 2018",28500$ ,https://i.cars.kg/preview/r/II8F-djbJHlQxp59eZd7rQ/1080x-/20230710/40121a0935a33d7a8e417770dae5b9d7.jpg,"Внедорожник/Пикап,2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Mercedes-Benz E-Класс W211/S211 [рестайлинг] Седан 4-дв. , 2009",10635$ ,https://i.cars.kg/preview/r/b5njuJZnm2sxOUUfLN-Vlg/1080x-/20230710/5f0f6ebaa6dae068a652b10522de4f4b.jpg,"Седан,черный,1.8л.,левыйруль,бензин,автомат,"
"Lexus RX , 2016",40000$ ,https://i.cars.kg/preview/r/ZQdoI0_pGoTO2yyviVwqCQ/1080x-/20230710/8b9e33b94ffba0964680103da6af721d.jpg,"Внедорожник/Пикап,белый,3.5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Toyota Camry XV20 [рестайлинг] Седан , 2001",5429$ ,https://i.cars.kg/preview/r/xYnfn4g_E9DHb-Bwk6slnw/1080x-/20230710/63007aff3abad30a988ccc56c05ad040.jpg,"Седан,смарагд,2.2л.,левыйруль,бензин,механика,передний,"
"Toyota Highlander 2 поколение [рестайлинг] Кроссовер 5-дв. , 2011",22700$ ,https://i.cars.kg/preview/r/yHhN63-KiMQWWpVJdLvEyw/1080x-/20230710/1f47b7ed464bf29e4b737062465ff9f9.jpg,"Кроссовер,белый,3.5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Chevrolet Tracker 3 поколение , 2017",13500$ ,https://i.cars.kg/preview/r/Y20FSV3PYYs-LpVX0lL6bA/1080x-/20230710/02c36230a665f5979da7a9aa84cbce0c.jpg,"Кроссовер,белыйжемчуг,1,6л.,левыйруль,дизель,автомат,передний,"
"Kia K5 1 поколение Седан , 2016",40000$ ,https://i.cars.kg/preview/r/ERFn5FG-ecO-GjRiYWQw8g/1080x-/20230710/f5913cdaf916e1fce73f49f0c212511b.jpg,"Седан,белый,2.4л.,левыйруль,бензин,автомат,передний,"
"Toyota RAV4 3 поколение [рестайлинг] Кроссовер , 2009",13000$ ,https://i.cars.kg/preview/r/mLfSgSaMHT8qtsR1HOhV7g/1080x-/20230709/e9021391f47225b13f2181e085324b44.jpg,"Кроссовер,серый,2.4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Kia Sorento 3 поколение Prime кроссовер , 2019",28500$ ,https://i.cars.kg/preview/r/q9KHk4wbZVud6z7Bs-J_lQ/1080x-/20230709/183e879dcbf327326ec9977dd7f1cf07.jpg,"Кроссовер,серый,2.2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Mercedes-Benz Sprinter W906 Фургон , 2006",15673$ ,https://i.cars.kg/preview/r/0Qso8fm5Jo0xPjQBszws3w/1080x-/20230709/864ae4c1b127baa07b40000fdc371070.jpg,"Универсал,красный,2.2л.,левыйруль,дизель,автомат,задний,"
"Toyota Land Cruiser , 2008",32500$ ,https://i.cars.kg/preview/r/AgBNmFskpA6tiCHwg5zHkw/1080x-/20230709/bc1444f85d46e4698d2771c6420f1874.jpg,"Внедорожник/Пикап,белый,4.7л.,левыйруль,бензин,автомат,постоянныйполный,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Toyota Highlander 3 поколение Кроссовер , 2017",35000$ ,https://i.cars.kg/preview/r/lY6ZaHO6ZMYBIqEDFwXIww/1080x-/20230709/4f6524afe08a985265e109ace0a4120e.jpg,"Кроссовер,черный,3.5л.,левыйруль,бензин,автомат,постоянныйполный,"
"ВАЗ (Lada) 2109 1 поколение 21099 седан , 1993",1791$ ,https://i.cars.kg/preview/r/m_uBZrRqsi8E-XP62T0lOg/1080x-/20230709/ad0bab65bf13e7b69f30be164a5a0a48.jpeg,"Седан,красный,1.5л.,левыйруль,бензин,механика,передний,"
"Toyota Camry , 2017",28500$ ,https://i.cars.kg/preview/r/gCX_95NuJ5qeYOc9Z8auFQ/1080x-/20230709/7a9794f3d5f582c56a335389d63de5e4.jpg,"Седан,2.5л.,левыйруль,бензин,автомат,передний,"
"Renault Logan 2 поколение Седан , 2017",4950$ ,https://i.cars.kg/preview/r/TTLbh-9YNq58H54_bJb_ew/1080x-/20230709/29fbe749ef2c2b9c2adf909127ba4c66.jpg,"Седан,белый,1.6л.,левыйруль,газ-бензин,механика,передний,"
"Toyota 4Runner 4 поколение Внедорожник , 2008",27500$ ,https://i.cars.kg/preview/r/LkSyxkB9H3u1OiUBLhcjOA/1080x-/20230709/1ad213ac01ef788db74b78b334630468.jpg,"Внедорожник/Пикап,черный,4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Hyundai Santa Fe DM [рестайлинг] Premium кроссовер , 2018",33500$ ,https://i.cars.kg/preview/r/Q5zh5fGJGyhAa8NulTyMAw/1080x-/20230709/72e557b5958cb0f21c7b45782180f713.jpg,"Кроссовер,белый,2.2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Toyota Mark II X90 Седан , 1996",5177$ ,https://i.cars.kg/preview/r/OM1q3-tK33-fJJefhj8o-Q/1080x-/20230709/a9767631d32eb77b8b8f06095f1c5183.jpg,"Седан,белый,2л.,правыйруль,бензин,автомат,задний,"
"Mitsubishi Lancer IX [2-й рестайлинг] Седан , 2007",5261$ ,https://i.cars.kg/preview/r/ugJA5lRkLAFPRrOcCVbBDQ/1080x-/20230709/b465d7dafb2fae21d046e1fc1bc0c3de.plain,"Седан,зеленый,1.6л.,левыйруль,бензин,автомат,передний,"
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2022",45000$ ,https://i.cars.kg/preview/r/Vub1KGiN1ahRYxjU0KGu_g/1080x-/20230709/ed05db126d08b47b182d3adc8386da12.jpg,"Кроссовер,2.5л.,левыйруль,гибрид,автомат,полныйподключаемый,"
"Toyota Camry XV50 [рестайлинг] Седан , 2016",17500$ ,https://i.cars.kg/preview/r/m0XCtPc020vD9WujZwXzNA/1080x-/20230709/ac2161ef6e2e82c5dc9ddcb2f4f781d2.jpg,"Седан,серебряный,2.5л.,левыйруль,бензин,автомат,передний,"
"BMW 5 серия E39 [рестайлинг] Седан , 2002",6269$ ,https://i.cars.kg/preview/r/74ob0fbCpNk6ZbJPb_idFw/1080x-/20230709/358defb9544492e63052f11a0dcbb5cf.jpg,"Седан,синий,2.2л.,левыйруль,бензин,автомат,задний,"
"Kia K5 1 поколение Седан , 2019",17800$ ,https://i.cars.kg/preview/r/DQTMa0awuad4Wj3VUEVJ7Q/1080x-/20230710/77292e65b6e81527a61d63965e2c8312.jpg,"Седан,мокрыйасфальт,2.0л.,левыйруль,газ,автомат,задний,"
"Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2000",8200$ ,https://i.cars.kg/preview/r/6ht861EVXxgXMNIQxtKvfA/1080x-/20230709/c80d61c58ac3adca227a5aa52be60d23.jpg,"Седан,серебряный,4.3л.,левыйруль,бензин,автомат,задний,"
"Toyota Camry XV50 Седан 4-дв. , 2014",15000$ ,https://i.cars.kg/preview/r/p0NPe5eQBSWmFOzTtuEkjA/1080x-/20230709/ecf5ffcda7869943b376f57e1d6eda28.jpg,"Седан,белый,2.5л.,бензин,автомат,передний,"
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2022",45000$ ,https://i.cars.kg/preview/r/c7HH6SWN4IQqOXoIbrOslA/1080x-/20230708/9a226bd8a514585458a765a8db11caba.jpg,"Кроссовер,черный,2.5л.,левыйруль,гибрид,автомат,"
"Toyota Mark X 1 поколение [рестайлинг] Седан , 2007",6157$ ,https://i.cars.kg/preview/r/oOlv4bGFreyK3mj5MGSwjw/1080x-/20230708/472ed6221f6ae775c76c75d2a9d14228.jpeg,"Седан,серый,2.5л.,правыйруль,бензин,автомат,задний,"
"Mercedes-Benz S-Класс , 2009",13500$ ,https://i.cars.kg/preview/r/qVfW2ed0ZAzHeNWMtPjGNw/1080x-/20230708/686f45eccb50c123b829a6887bb13e73.jpg,"Седан,белый,5.5л.,левыйруль,бензин,автомат,"
"Toyota Camry , 2017",23500$ ,https://i.cars.kg/preview/r/9GkBdvwDPIsafL5kHPKzPQ/1080x-/20230708/bc97ef3e4999bb57b719802501f00b0b.jpg,"Седан,белый,2.5л.,левыйруль,бензин,автомат,"
"Toyota Highlander , 2020",43800$ ,https://i.cars.kg/preview/r/mSb3gXchNCHUWyBz6Wgyeg/1080x-/20230708/eecd6461442caa6e3b4622382d39cebd.jpg,"Внедорожник/Пикап,2.5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Kia Optima 3 поколение [рестайлинг] Седан , 2015",14500$ ,https://i.cars.kg/preview/r/WUsR0fiMIEQzA0I6Li8DoA/1080x-/20230708/afc60556dbf366ab0384856af48489e9.jpeg,"Седан,черный,2.0л.,левыйруль,бензин,автомат,передний,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
